,func_oldfunccode,func_newfunccode,func_newdoc,func_newJdoc,func_olddoc,func_oldJdoc,func_addlines,func_addcode,func_dellines,func_delcode,func_path,func_pathinproj,func_methodsig,doc_oldfunccode,doc_newfunccode,doc_newdoc,doc_newJdoc,doc_olddoc,doc_oldJdoc,doc_addlines,doc_addcode,doc_dellines,doc_delcode,doc_path,doc_pathinproj,doc_methodsig,id,flag,commit
35,,0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4/Codes_neg/Match_newfunccode_0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4_1.txt," Every node is, at a minimum, reachable from itself. Since the resulting transitive closure
 will have no isolated nodes, we can skip adding nodes explicitly and let putEdge() do it.
 Note: works for both directed and undirected graphs, but we only use in the directed case.
 An optimization for the undirected case: for every node B reachable from node A,
 node A and node B have the same reachability set.
",0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4/Codes_neg/Match_newfuncnewJdoc_0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4_1.txt,,,"[65, 66, 67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 58, 59, 62, 63]","['  public static <N> Graph<N> transitiveClosure(Graph<N> graph) {\n', '    MutableGraph<N> transitiveClosure = GraphBuilder.from(graph).allowsSelfLoops(true).build();\n', '\n', '    if (graph.isDirected()) {\n', '      for (N node : graph.nodes()) {\n', '        for (N reachableNode : reachableNodes(graph, node)) {\n', '          transitiveClosure.putEdge(node, reachableNode);\n', '        }\n', '      }\n', '    } else {\n', '      Set<N> visitedNodes = new HashSet<N>();\n', '      for (N node : graph.nodes()) {\n', '        if (!visitedNodes.contains(node)) {\n', '          ImmutableList<N> reachableNodes = ImmutableList.copyOf(reachableNodes(graph, node));\n', '          visitedNodes.addAll(reachableNodes);\n', '          for (int a = 0; a < reachableNodes.size(); ++a) {\n', '            N nodeA = reachableNodes.get(a);\n', '            for (int b = a; b < reachableNodes.size(); ++b) {\n', '              N nodeB = reachableNodes.get(b);\n', '              transitiveClosure.putEdge(nodeA, nodeB);\n', '            }\n', '          }\n', '        }\n', '      }\n', '    }\n', '\n', '    return transitiveClosure;\n', '  }\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4/Graphs,guava/src/com/google/common/graph/Graphs.java,public static Graph<N> transitiveClosure(Graph<N> graph),0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4/Codes_neg/Match_olddocfunccode_0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4_1.txt,0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4/Codes_neg/Match_newdocfunccode_0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4_1.txt,,0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4/Codes_neg/Match_newdocnewJdoc_0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4_1.txt,,0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4/Codes_neg/Match_olddocJdoc_0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4_1.txt,"[229, 230]","['   * edges"". For that functionality, see {@link Graphs#reachableNodes(Graph, Object)} and\n', '   * {@link Graphs#transitiveClosure(Graph)}.\n']",[229],[],/home/pritish/Documents/IP work/guv_ver/v21.0/0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4/Graph,guava/src/com/google/common/graph/Graph.java, Set<N> successors(Object node),1,1,0f0f616ef7962d97748e2b1bbbd539e96dcbc7b4
36,d0b8e4a1edf3497aef345e93a170c46f6cbc7036/Codes_neg/Match_oldfunccode_d0b8e4a1edf3497aef345e93a170c46f6cbc7036_1.txt,d0b8e4a1edf3497aef345e93a170c46f6cbc7036/Codes_neg/Match_newfunccode_d0b8e4a1edf3497aef345e93a170c46f6cbc7036_1.txt," Defer to AbstractGraph implementation.
 Optimized implementation assumes no parallel edges (1:1 edge to Endpoints mapping).
",," Defer to AbstractGraph implementation.
 Optimized implementation assumes no parallel edges (1:1 edge to Endpoints mapping).
",,"[131, 132, 124, 125, 126]","['        Set<E> edges = edgesConnecting(nodeA, nodeB);\n', '        checkArgument(!edges.isEmpty(), EDGE_CONNECTING_NOT_IN_GRAPH, nodeA, nodeB);\n', '        return edges;\n', '        Set<E> edges = edgesConnecting(nodeA, nodeB);\n', '        return edges.isEmpty() ? defaultValue : edges;\n']","[128, 123]","['        return checkNotNull(edgesConnecting(nodeA, nodeB));\n', '        return checkNotNull(edgesConnecting(nodeA, nodeB));\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/d0b8e4a1edf3497aef345e93a170c46f6cbc7036/AbstractNetwork,guava/src/com/google/common/graph/AbstractNetwork.java,"public Graph<N, Set<E>> asGraph()",d0b8e4a1edf3497aef345e93a170c46f6cbc7036/Codes_neg/Match_olddocfunccode_d0b8e4a1edf3497aef345e93a170c46f6cbc7036_1.txt,d0b8e4a1edf3497aef345e93a170c46f6cbc7036/Codes_neg/Match_newdocfunccode_d0b8e4a1edf3497aef345e93a170c46f6cbc7036_1.txt,,d0b8e4a1edf3497aef345e93a170c46f6cbc7036/Codes_neg/Match_newdocnewJdoc_d0b8e4a1edf3497aef345e93a170c46f6cbc7036_1.txt,,d0b8e4a1edf3497aef345e93a170c46f6cbc7036/Codes_neg/Match_olddocJdoc_d0b8e4a1edf3497aef345e93a170c46f6cbc7036_1.txt,[114],"['   * node B if the set is non-empty, otherwise, it will throw {@link IllegalArgumentException}.\n']",[114],"['        return checkNotNull(edgesConnecting(nodeA, nodeB));\n', '        return checkNotNull(edgesConnecting(nodeA, nodeB));\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/d0b8e4a1edf3497aef345e93a170c46f6cbc7036/Network,guava/src/com/google/common/graph/Network.java," Graph<N, Set<E>> asGraph()",1,1,d0b8e4a1edf3497aef345e93a170c46f6cbc7036
37,,2d9d38c335bc38adc7045c90283f8e4f90048b6e/Codes_neg/Match_newfunccode_2d9d38c335bc38adc7045c90283f8e4f90048b6e_1.txt,,2d9d38c335bc38adc7045c90283f8e4f90048b6e/Codes_neg/Match_newfuncnewJdoc_2d9d38c335bc38adc7045c90283f8e4f90048b6e_1.txt,,,"[73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89]","['  public static <T> TreeTraverser<T> using(\n', '      final Function<T, ? extends Iterable<T>> nodeToChildrenFunction) {\n', '    checkNotNull(nodeToChildrenFunction);\n', '    return new TreeTraverser<T>() {\n', '      @Override\n', '      public Iterable<T> children(T root) {\n', '        return nodeToChildrenFunction.apply(root);\n', '      }\n', '    };\n', '  }\n', '  public static <T> TreeTraverser<T> using(\n', '      final Function<T, ? extends Iterable<T>> nodeToChildrenFunction) {\n', '    checkNotNull(nodeToChildrenFunction);\n', '    return new TreeTraverser<T>() {\n', '      @Override\n', '      public Iterable<T> children(T root) {\n', '        return nodeToChildrenFunction.apply(root);\n', '      }\n', '    };\n', '  }\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/2d9d38c335bc38adc7045c90283f8e4f90048b6e/TreeTraverser,guava-gwt/src-super/com/google/common/collect/super/com/google/common/collect/TreeTraverser.java,"public static TreeTraverser<T> using(final Function<T, ? extends Iterable<T>> nodeToChildrenFunction)",2d9d38c335bc38adc7045c90283f8e4f90048b6e/Codes_neg/Match_olddocfunccode_2d9d38c335bc38adc7045c90283f8e4f90048b6e_1.txt,2d9d38c335bc38adc7045c90283f8e4f90048b6e/Codes_neg/Match_newdocfunccode_2d9d38c335bc38adc7045c90283f8e4f90048b6e_1.txt,,2d9d38c335bc38adc7045c90283f8e4f90048b6e/Codes_neg/Match_newdocnewJdoc_2d9d38c335bc38adc7045c90283f8e4f90048b6e_1.txt,,2d9d38c335bc38adc7045c90283f8e4f90048b6e/Codes_neg/Match_olddocJdoc_2d9d38c335bc38adc7045c90283f8e4f90048b6e_1.txt,"[409, 410, 411, 412]","['   * Returns a converter based on separate forward and backward functions. This is useful if the\n', '   * function instances already exist, or so that you can supply lambda expressions. If those\n', ""   * circumstances don't apply, you probably don't need to use this; subclass {@code Converter} and\n"", '   * implement its {@link #doForward} and {@link #doBackward} methods directly.\n']","[409, 410, 411, 412]",[],/home/pritish/Documents/IP work/guv_ver/v21.0/2d9d38c335bc38adc7045c90283f8e4f90048b6e/Converter,guava/src/com/google/common/base/Converter.java,"public static Converter<A, B> from(Function<? super A, ? extends B> forwardFunction, Function<? super B, ? extends A> backwardFunction)",1,1,2d9d38c335bc38adc7045c90283f8e4f90048b6e
38,248ce9fde9013bb1562b1f1647abc6017c37811d/Codes_neg/Match_oldfunccode_248ce9fde9013bb1562b1f1647abc6017c37811d_1.txt,248ce9fde9013bb1562b1f1647abc6017c37811d/Codes_neg/Match_newfunccode_248ce9fde9013bb1562b1f1647abc6017c37811d_1.txt,,,,,"[168, 185]","['    return checkedConnections(node).inEdges();\n', '    return checkedConnections(node).inEdges();\n']","[192, 208, 193, 194, 205, 206, 191, 207]","['    checkNotNull(node, ""node"");\n', '    DirectedIncidentEdges<E> incidentEdges = nodeToIncidentEdges.get(node);\n', '    checkArgument(incidentEdges != null, NODE_NOT_IN_GRAPH, node);\n', '    return incidentEdges.inEdges();\n', '    checkNotNull(node, ""node"");\n', '    DirectedIncidentEdges<E> incidentEdges = nodeToIncidentEdges.get(node);\n', '    checkArgument(incidentEdges != null, NODE_NOT_IN_GRAPH, node);\n', '    return Collections.unmodifiableSet(incidentEdges.inEdges());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/248ce9fde9013bb1562b1f1647abc6017c37811d/ImmutableDirectedGraph,guava/src/com/google/common/graph/ImmutableDirectedGraph.java,public Set<E> inEdges(Object node),248ce9fde9013bb1562b1f1647abc6017c37811d/Codes_neg/Match_olddocfunccode_248ce9fde9013bb1562b1f1647abc6017c37811d_1.txt,248ce9fde9013bb1562b1f1647abc6017c37811d/Codes_neg/Match_newdocfunccode_248ce9fde9013bb1562b1f1647abc6017c37811d_1.txt,,248ce9fde9013bb1562b1f1647abc6017c37811d/Codes_neg/Match_newdocnewJdoc_248ce9fde9013bb1562b1f1647abc6017c37811d_1.txt,,248ce9fde9013bb1562b1f1647abc6017c37811d/Codes_neg/Match_olddocJdoc_248ce9fde9013bb1562b1f1647abc6017c37811d_1.txt,[311],['     * @see Graph#addEdge\n'],[328],"['    checkNotNull(node, ""node"");\n', '    DirectedIncidentEdges<E> incidentEdges = nodeToIncidentEdges.get(node);\n', '    checkArgument(incidentEdges != null, NODE_NOT_IN_GRAPH, node);\n', '    return incidentEdges.inEdges();\n', '    checkNotNull(node, ""node"");\n', '    DirectedIncidentEdges<E> incidentEdges = nodeToIncidentEdges.get(node);\n', '    checkArgument(incidentEdges != null, NODE_NOT_IN_GRAPH, node);\n', '    return Collections.unmodifiableSet(incidentEdges.inEdges());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/248ce9fde9013bb1562b1f1647abc6017c37811d/ImmutableUndirectedGraph,guava/src/com/google/common/graph/ImmutableUndirectedGraph.java,"public Builder<N, E> addGraph(UndirectedGraph<N, E> graph)",1,1,248ce9fde9013bb1562b1f1647abc6017c37811d
39,d1bcf31967d6070df7d65a181af62e5b9e3665e6/Codes_neg/Match_oldfunccode_d1bcf31967d6070df7d65a181af62e5b9e3665e6_1.txt,d1bcf31967d6070df7d65a181af62e5b9e3665e6/Codes_neg/Match_newfunccode_d1bcf31967d6070df7d65a181af62e5b9e3665e6_1.txt," The only cases in which this Future should already be done are (a) if it was cancelled or
 (b) if an input failed and we propagated that immediately because of allMustSucceed.
 this.cancel propagates the cancellation to children; we use super.cancel to set our
 own state but let the input futures keep running as some of them may be used
 elsewhere.
 We always get the result so that we can have fail-fast, even if we don't collect
",d1bcf31967d6070df7d65a181af62e5b9e3665e6/Codes_neg/Match_newfuncnewJdoc_d1bcf31967d6070df7d65a181af62e5b9e3665e6_1.txt," The only cases in which this Future should already be done are (a) if it was cancelled or
 (b) if an input failed and we propagated that immediately because of allMustSucceed.
 this.cancel propagates the cancellation to children; we use super.cancel to set our
 own state but let the input futures keep running as some of them may be used
 elsewhere.
 We always get the result so that we can have fail-fast, even if we don't collect
",d1bcf31967d6070df7d65a181af62e5b9e3665e6/Codes_neg/Match_oldfuncoldJdoc_d1bcf31967d6070df7d65a181af62e5b9e3665e6_1.txt,"[226, 232]","['            InputT result = getDone(future);\n', '          collectOneValue(allMustSucceed, index, getDone(future));\n']","[226, 232]","['            InputT result = getUninterruptibly(future);\n', '          collectOneValue(allMustSucceed, index, getUninterruptibly(future));\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/d1bcf31967d6070df7d65a181af62e5b9e3665e6/AggregateFuture,guava/src/com/google/common/util/concurrent/AggregateFuture.java,"private void handleOneInputDone(int index, Future<? extends InputT> future)",d1bcf31967d6070df7d65a181af62e5b9e3665e6/Codes_neg/Match_olddocfunccode_d1bcf31967d6070df7d65a181af62e5b9e3665e6_1.txt,d1bcf31967d6070df7d65a181af62e5b9e3665e6/Codes_neg/Match_newdocfunccode_d1bcf31967d6070df7d65a181af62e5b9e3665e6_1.txt,,d1bcf31967d6070df7d65a181af62e5b9e3665e6/Codes_neg/Match_newdocnewJdoc_d1bcf31967d6070df7d65a181af62e5b9e3665e6_1.txt,,d1bcf31967d6070df7d65a181af62e5b9e3665e6/Codes_neg/Match_olddocJdoc_d1bcf31967d6070df7d65a181af62e5b9e3665e6_1.txt,"[128, 129, 130, 131, 132, 122, 124, 125, 126, 127]","['   * Invokes {@code future.}{@link Future#get() get()} uninterruptibly.\n', '   * <p>Similar methods:\n', '   *\n', '   * <ul>\n', '   * <li>To retrieve a result from a {@code Future} that is already done, use\n', '   *     {@link Futures#getDone Futures.getDone}.\n', '   * <li>To treat {@link InterruptedException} uniformly with other exceptions, use\n', '   *     {@link Futures#getChecked(Future, Class) Futures.getChecked}.\n', '   * <li>To get uninterruptibility and remove checked exceptions, use {@link Futures#getUnchecked}.\n', '   * </ul>\n']","[122, 123, 125, 126]","['            InputT result = getUninterruptibly(future);\n', '          collectOneValue(allMustSucceed, index, getUninterruptibly(future));\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/d1bcf31967d6070df7d65a181af62e5b9e3665e6/Uninterruptibles,guava/src/com/google/common/util/concurrent/Uninterruptibles.java,public static V getUninterruptibly(Future<V> future) throws ExecutionException,1,1,d1bcf31967d6070df7d65a181af62e5b9e3665e6
40,55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_oldfunccode_55f03321aea35bf38d2aa7c766aab02b8204da71_1.txt,55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_newfunccode_55f03321aea35bf38d2aa7c766aab02b8204da71_1.txt," that's okay; try reflection instead
",55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_newfuncnewJdoc_55f03321aea35bf38d2aa7c766aab02b8204da71_1.txt," that's okay; try reflection instead
",55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_oldfuncoldJdoc_55f03321aea35bf38d2aa7c766aab02b8204da71_1.txt,[348],['                @Override\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/55f03321aea35bf38d2aa7c766aab02b8204da71/UnsignedBytes,guava/src/com/google/common/primitives/UnsignedBytes.java,private static sun.misc.Unsafe getUnsafe(),55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_olddocfunccode_55f03321aea35bf38d2aa7c766aab02b8204da71_1.txt,55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_newdocfunccode_55f03321aea35bf38d2aa7c766aab02b8204da71_1.txt,,55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_newdocnewJdoc_55f03321aea35bf38d2aa7c766aab02b8204da71_1.txt,,55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_olddocJdoc_55f03321aea35bf38d2aa7c766aab02b8204da71_1.txt,"[166, 167, 168]","['   * <p>More formally, returns the lowest index {@code i} such that\n', '   * {@code Arrays.copyOfRange(array, i, i + target.length)} contains exactly the same elements as\n', '   * {@code target}.\n']","[176, 174, 175]",[],/home/pritish/Documents/IP work/guv_ver/v21.0/55f03321aea35bf38d2aa7c766aab02b8204da71/Shorts,guava/src/com/google/common/primitives/Shorts.java,"public static int indexOf(short[] array, short[] target)",1,1,55f03321aea35bf38d2aa7c766aab02b8204da71
41,55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_oldfunccode_55f03321aea35bf38d2aa7c766aab02b8204da71_2.txt,55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_newfunccode_55f03321aea35bf38d2aa7c766aab02b8204da71_2.txt," that's okay; try reflection instead
 that's okay; try reflection instead
",55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_newfuncnewJdoc_55f03321aea35bf38d2aa7c766aab02b8204da71_2.txt," that's okay; try reflection instead
 that's okay; try reflection instead
",55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_oldfuncoldJdoc_55f03321aea35bf38d2aa7c766aab02b8204da71_2.txt,[348],['                @Override\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/55f03321aea35bf38d2aa7c766aab02b8204da71/UnsignedBytes,guava/src/com/google/common/primitives/UnsignedBytes.java,private static sun.misc.Unsafe getUnsafe(),55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_olddocfunccode_55f03321aea35bf38d2aa7c766aab02b8204da71_2.txt,55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_newdocfunccode_55f03321aea35bf38d2aa7c766aab02b8204da71_2.txt,,55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_newdocnewJdoc_55f03321aea35bf38d2aa7c766aab02b8204da71_2.txt,,55f03321aea35bf38d2aa7c766aab02b8204da71/Codes_neg/Match_olddocJdoc_55f03321aea35bf38d2aa7c766aab02b8204da71_2.txt,"[106, 107, 108]","['   * <p>More formally, returns the lowest index {@code i} such that\n', '   * {@code Arrays.copyOfRange(array, i, i + target.length)} contains exactly the same elements as\n', '   * {@code target}.\n']","[112, 113, 114]",[],/home/pritish/Documents/IP work/guv_ver/v21.0/55f03321aea35bf38d2aa7c766aab02b8204da71/Bytes,guava/src/com/google/common/primitives/Bytes.java,"public static int indexOf(byte[] array, byte[] target)",1,1,55f03321aea35bf38d2aa7c766aab02b8204da71
42,517267d764f32383fdac36fcd6eabad855dd2f93/Codes_neg/Match_oldfunccode_517267d764f32383fdac36fcd6eabad855dd2f93_1.txt,517267d764f32383fdac36fcd6eabad855dd2f93/Codes_neg/Match_newfunccode_517267d764f32383fdac36fcd6eabad855dd2f93_1.txt," SIZE trumps EXPIRED
",517267d764f32383fdac36fcd6eabad855dd2f93/Codes_neg/Match_newfuncnewJdoc_517267d764f32383fdac36fcd6eabad855dd2f93_1.txt," SIZE trumps EXPIRED
",517267d764f32383fdac36fcd6eabad855dd2f93/Codes_neg/Match_oldfuncoldJdoc_517267d764f32383fdac36fcd6eabad855dd2f93_1.txt,[214],"['        this.maximumSize == UNSET_INT, ""maximum size was already set to %s"", this.maximumSize);\n']","[215, 216, 217]","['        this.maximumSize == UNSET_INT,\n', '        ""maximum size was already set to %s"",\n', '        this.maximumSize);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/517267d764f32383fdac36fcd6eabad855dd2f93/MapMaker,guava/src/com/google/common/collect/MapMaker.java, MapMaker maximumSize(int size),517267d764f32383fdac36fcd6eabad855dd2f93/Codes_neg/Match_olddocfunccode_517267d764f32383fdac36fcd6eabad855dd2f93_1.txt,517267d764f32383fdac36fcd6eabad855dd2f93/Codes_neg/Match_newdocfunccode_517267d764f32383fdac36fcd6eabad855dd2f93_1.txt," java.lang.ref.WeakReference
",517267d764f32383fdac36fcd6eabad855dd2f93/Codes_neg/Match_newdocnewJdoc_517267d764f32383fdac36fcd6eabad855dd2f93_1.txt," java.lang.ref.WeakReference
",517267d764f32383fdac36fcd6eabad855dd2f93/Codes_neg/Match_olddocJdoc_517267d764f32383fdac36fcd6eabad855dd2f93_1.txt,"[304, 298, 301, 302, 303]","['   * candidate for caching.\n', '   * comparison to determine equality of values. This technically violates the specifications of the\n', '   * methods {@link Map#containsValue containsValue}, {@link ConcurrentMap#remove(Object, Object)\n', '   * remove(Object, Object)} and {@link ConcurrentMap#replace(Object, Object, Object) replace(K, V,\n', '   * V)}, and may not be what you expect.\n']","[304, 305, 306, 307, 308, 301]","['        this.maximumSize == UNSET_INT,\n', '        ""maximum size was already set to %s"",\n', '        this.maximumSize);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/517267d764f32383fdac36fcd6eabad855dd2f93/MapMaker,guava/src/com/google/common/collect/MapMaker.java,public MapMaker weakValues(),1,1,517267d764f32383fdac36fcd6eabad855dd2f93
43,,15b547abb7015069bb464833a72f433d82b83829/Codes_neg/Match_newfunccode_15b547abb7015069bb464833a72f433d82b83829_1.txt,,15b547abb7015069bb464833a72f433d82b83829/Codes_neg/Match_newfuncnewJdoc_15b547abb7015069bb464833a72f433d82b83829_1.txt,,,"[283, 284, 285]","['  public java.util.Optional<T> toJavaUtil() {\n', '    return java.util.Optional.ofNullable(orNull());\n', '  }\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/15b547abb7015069bb464833a72f433d82b83829/Optional,guava/src/com/google/common/base/Optional.java,public java.util.Optional<T> toJavaUtil(),15b547abb7015069bb464833a72f433d82b83829/Codes_neg/Match_olddocfunccode_15b547abb7015069bb464833a72f433d82b83829_1.txt,15b547abb7015069bb464833a72f433d82b83829/Codes_neg/Match_newdocfunccode_15b547abb7015069bb464833a72f433d82b83829_1.txt,,15b547abb7015069bb464833a72f433d82b83829/Codes_neg/Match_newdocnewJdoc_15b547abb7015069bb464833a72f433d82b83829_1.txt,,15b547abb7015069bb464833a72f433d82b83829/Codes_neg/Match_olddocJdoc_15b547abb7015069bb464833a72f433d82b83829_1.txt,"[124, 125]","['   *\n', '   * @since 21.0\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/15b547abb7015069bb464833a72f433d82b83829/Optional,guava/src/com/google/common/base/Optional.java,public static Optional<T> fromJavaUtil(@Nullable java.util.Optional<T> javaUtilOptional),1,1,15b547abb7015069bb464833a72f433d82b83829
44,7e9055fe8e74fafd022df80ce7001214c5329cba/Codes_neg/Match_oldfunccode_7e9055fe8e74fafd022df80ce7001214c5329cba_1.txt,,,,,7e9055fe8e74fafd022df80ce7001214c5329cba/Codes_neg/Match_oldfuncoldJdoc_7e9055fe8e74fafd022df80ce7001214c5329cba_1.txt,[],[],"[266, 267]","['  @Override\n', '  Set<N> adjacentNodes(Object node);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/7e9055fe8e74fafd022df80ce7001214c5329cba/Network,guava/src/com/google/common/graph/Network.java, Set<N> adjacentNodes(Object node),7e9055fe8e74fafd022df80ce7001214c5329cba/Codes_neg/Match_olddocfunccode_7e9055fe8e74fafd022df80ce7001214c5329cba_1.txt,7e9055fe8e74fafd022df80ce7001214c5329cba/Codes_neg/Match_newdocfunccode_7e9055fe8e74fafd022df80ce7001214c5329cba_1.txt,,7e9055fe8e74fafd022df80ce7001214c5329cba/Codes_neg/Match_newdocnewJdoc_7e9055fe8e74fafd022df80ce7001214c5329cba_1.txt,,7e9055fe8e74fafd022df80ce7001214c5329cba/Codes_neg/Match_olddocJdoc_7e9055fe8e74fafd022df80ce7001214c5329cba_1.txt,[311],['   * {@inheritDoc}\n'],"[320, 321, 322, 325, 326]","['  @Override\n', '  Set<N> adjacentNodes(Object node);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/7e9055fe8e74fafd022df80ce7001214c5329cba/Network,guava/src/com/google/common/graph/Network.java, int inDegree(Object node),1,1,7e9055fe8e74fafd022df80ce7001214c5329cba
45,,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_newfunccode_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_1.txt,,,,,"[64, 65, 57, 58, 59, 60, 61, 62, 63]","['  private Map<EndpointPair<N>, V> edgeValueMap() {\n', '    Function<EndpointPair<N>, V> edgeToValueFn =\n', '        new Function<EndpointPair<N>, V>() {\n', '          @Override\n', '          public V apply(EndpointPair<N> edge) {\n', '            return edgeValue(edge.nodeU(), edge.nodeV());\n', '          }\n', '        };\n', '    return Maps.asMap(edges(), edgeToValueFn);\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/f02ea7e285d73bb13fe02a4a05802b4710fa3d44/AbstractValueGraph,guava/src/com/google/common/graph/AbstractValueGraph.java,"private Map<EndpointPair<N>, V> edgeValueMap()",f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_olddocfunccode_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_1.txt,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_newdocfunccode_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_1.txt,,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_newdocnewJdoc_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_1.txt,,f02ea7e285d73bb13fe02a4a05802b4710fa3d44/Codes_neg/Match_olddocJdoc_f02ea7e285d73bb13fe02a4a05802b4710fa3d44_1.txt,[116],['   * @throws IllegalArgumentException if there is no edge connecting {@code nodeU} to {@code nodeV}.\n'],"[116, 117]",[],/home/pritish/Documents/IP work/guv_ver/v21.0/f02ea7e285d73bb13fe02a4a05802b4710fa3d44/ValueGraph,guava/src/com/google/common/graph/ValueGraph.java," V edgeValue(Object nodeU, Object nodeV)",1,1,f02ea7e285d73bb13fe02a4a05802b4710fa3d44
